曹豹,,151,54,69,32,21,26,281,CaoBao,
眭固,白兔,151,63,71,38,7,33,470,SuiGu,
张杨,雅叔,151,72,70,62,58,68,483,ZhangYang,
吴巨,,151,49,61,23,51,54,495,WuJu,
华佗,元化,151,8,7,68,72,70,497,HuaTuo,
魏攸,,151,46,29,73,74,68,507,WeiYou,
韩忠,,151,64,67,18,12,23,524,HanZhong,
严政,,151,50,55,39,36,12,529,YanZheng,
公孙瓒,伯珪,152,84,83,70,46,77,38,GongSunZan,
许靖,文休,152,3,5,67,79,68,176,XuJing,
鲍信,,152,77,67,81,73,78,294,BaoXin,
杨弘,,152,18,15,76,60,45,517,YangHong,
王忠,,152,39,57,21,27,49,543,WangZhong,
杨奉,,153,66,65,31,14,58,0,YangFeng,
孔融,文举,153,30,5,72,75,65,58,KongRong,
张纮,子纲,153,24,22,86,95,82,101,ZhangHong,
逢纪,元图,153,27,21,84,70,39,112,FengJi,
张燕,,153,82,81,53,48,63,384,ZhangYan,
庞义,,153,60,38,68,74,57,435,PangYi,
张梁,,153,78,80,68,52,80,522,ZhangLiang,
方悦,,153,68,80,44,46,55,542,FangYue,
袁绍,本初,154,81,69,70,73,90,5,YuanShao,
黄盖,公覆,154,79,83,65,65,81,19,HuangGai,
陈宫,公台,154,78,55,89,83,68,104,ChenGong,
张绣,,154,80,73,60,45,59,160,ZhangXiu,
韩嵩,德高,154,25,15,70,77,61,250,HanSong,
公孙度,升济,154,67,71,63,51,35,264,GongSunDu,
张英,,154,75,74,41,34,49,385,ZhangYing,
董承,,154,56,53,65,63,75,409,DongCheng,
田楷,,154,68,65,56,61,63,512,TianJie,
孙仲,,154,62,71,36,8,14,526,SunZhong,
华雄,,155,81,92,56,40,57,8,HuaXiong,
袁术,公路,155,44,65,61,16,39,32,YuanShu,
蒯良,子柔,155,68,33,88,82,71,41,KuaiLiang,
金旋,元机,155,52,68,13,29,47,55,JinXuan,
曹操,孟德,155,96,72,91,94,96,60,CaoCao,
郭图,公则,155,52,50,82,68,37,79,GuoTu,
纪灵,,155,78,83,51,48,55,155,JiLing,
许攸,子远,155,36,21,80,56,23,177,XuYou,
张邈,孟卓,155,52,53,70,74,85,269,ZhangMiao,
韩胤,,155,26,29,64,54,44,280,HanYin,
祖茂,大荣,155,70,71,62,53,65,371,ZuMao,
张闿,,155,34,66,8,1,10,388,ZhangKai,
潘凤,,155,56,77,4,14,25,418,PanFeng,
许贡,,155,44,66,64,64,56,465,XuGong,
眭元进,,155,52,68,45,32,49,709,SuiYuanJin,
蹇硕,,155,16,7,78,62,18,771,JianShuo,
吕布,奉先,156,87,100,26,13,40,3,LvBu,
夏侯惇,元让,156,89,90,58,70,81,7,XiaHouDun,
孙坚,文台,156,93,90,74,73,91,62,SunJian,
刘繇,正礼,156,62,67,46,70,64,75,LiuYao,
审配,正南,156,84,60,83,73,70,96,ShenPei,
沮授,,156,78,35,90,89,74,100,JuShou,
张昭,子布,156,33,3,84,97,80,102,ZhangZhao,
韩当,义公,156,76,85,56,51,68,153,HanDang,
董昭,公仁,156,19,25,80,82,59,263,DongZhao,
李肃,,156,46,69,59,15,36,266,LiSu,
魏续,,156,67,78,31,32,39,322,WeiXu,
朱治,君理,156,71,56,72,73,75,347,ZhuZhi,
张勋,,156,72,68,41,39,59,389,ZhangXun,
武安国,,156,67,83,34,33,36,433,WuAnGuo,
单经,,156,71,68,43,49,54,510,ChanJing,
赵弘,,156,66,72,28,22,19,527,ZhaoHong,
灵帝,,156,6,4,12,23,21,563,LingDi,
郝萌,,156,62,67,42,34,48,691,HaoMeng,
桓阶,伯绪,156,10,26,67,78,69,693,HuanJie,
蒯越,异度,157,47,27,82,88,73,40,KuaiYue,
乐就,,157,53,66,58,42,53,140,LeJiu,
荀攸,公达,157,73,26,94,88,84,157,XunYou,
华歆,子鱼,157,18,33,82,83,17,195,HuaXin,
陈兰,,157,66,69,40,24,38,252,ChenLan,
宋宪,,157,68,77,38,27,31,367,SongXian,
雷薄,,157,62,70,36,11,15,444,LeiBao,
穆顺,,157,52,77,11,21,20,484,MuShun,
戏志才,,157,23,7,88,73,58,493,HuZhiCai,
左慈,元放,157,10,10,94,23,62,500,ZuoCi,
区星,,157,55,70,38,29,53,687,OuXing,
侯成,,158,74,75,63,56,60,328,HouCheng,
公孙范,,158,73,69,64,62,61,508,GongSunFan,
阎象,,158,30,27,70,74,51,518,YanXiang,
俞涉,,158,62,79,24,23,33,541,YuShe,
关靖,士起,158,36,52,72,63,42,646,GuanJing,
韩莒子,,158,51,59,51,46,52,694,HanJuZi,
樊能,,158,69,61,36,31,48,717,FanNeng,
李丰,,158,69,74,50,22,47,723,LiFeng,
桥玄,,158,12,6,66,74,82,731,QiaoXuan,
于禁,文则,159,84,78,70,57,53,76,YuJin,
乐进,文谦,159,80,84,52,51,65,78,LeJin,
高览,,159,76,82,66,55,62,239,GaoLan,
韩暹,,159,69,66,36,18,51,317,HanXian,
周昕,大明,159,65,62,72,65,61,342,ZhouXin,
蒋义渠,,159,71,58,57,51,55,350,JiangYiQu,
杨丑,,159,52,65,40,22,32,412,YangChou,
吕威璜,,159,58,63,29,39,44,449,LvWeiHuang,
牛辅,,159,38,60,21,26,37,494,NiuFu,
阎行,彦明,159,72,84,61,58,69,686,YanHang,
吴景,,159,69,66,51,65,66,712,WuJing,
蔡氏,,159,8,7,69,58,66,775,CaiShi,
焦触,,159,65,72,33,32,39,793,JiaoChu,
颜良,,160,79,93,42,32,53,10,YanLiang,
典韦,,160,56,95,35,29,58,13,DianWei,
蔡瑁,,160,77,70,77,72,62,87,CaiMao,
管亥,,160,70,82,10,5,25,255,GuanHai,
公孙越,,160,74,72,47,54,67,329,GongSunYue,
秦宓,子敕,160,16,7,72,78,76,360,QinMi,
孙静,幼台,160,66,53,72,71,72,376,SunJing,
陈琳,孔璋,160,10,9,74,78,72,400,ChenLin,
国渊,子尼,160,50,19,71,86,74,699,GuoYuan,
梁纲,,160,60,69,41,22,46,727,LiangGang,
卞氏,,160,36,24,74,76,87,773,BianShi,
文丑,,161,78,94,25,25,38,11,WenChou,
刘备,玄德,161,75,73,74,78,99,36,LiuBei,
吕岱,定公,161,82,71,69,75,63,141,LvDai,
毛玠,孝先,161,63,39,59,78,61,260,MaoJie,
笮融,,161,60,69,38,21,14,338,ZeRong,
陈横,,161,64,63,26,35,43,397,ChenHeng,
何仪,,161,56,69,36,10,17,414,HeYi,
吴国太,,161,30,21,70,74,81,736,WuGuoTai,
关羽,云长,162,95,97,75,62,93,2,GuanYu,
夏侯渊,妙才,162,87,91,54,61,80,6,XiaHouYuan,
伊籍,机伯,162,29,24,80,86,84,31,YiJi,
王朗,景兴,162,47,35,79,81,51,51,WangLang,
刘璋,季玉,162,16,5,9,38,65,71,LiuZhang,
田丰,元皓,162,72,29,93,87,64,107,TianFeng,
王门,,162,65,64,31,41,49,135,WangMen,
吕旷,,162,56,70,13,22,29,234,LvKuang,
高顺,,162,85,86,55,46,69,268,GaoShun,
傅巽,公梯,162,14,13,69,72,46,431,FuXun,
崔琰,季珪,162,18,55,70,83,75,464,CuiYan,
周昂,,162,74,65,62,49,62,706,ZhouAng,
李孚,子宪,162,31,36,74,73,69,797,LiFu,
荀彧,文若,163,52,14,95,98,93,44,XunYu,
韩玄,,163,22,33,7,4,1,52,HanXuan,
张鲁,公祺,163,51,26,73,78,89,66,ZhangLu,
袁胤,,163,17,14,39,41,46,169,YuanYin,
阎圃,,163,29,25,82,79,70,170,YanPu,
张允,,163,72,67,42,56,48,290,ZhangYun,
严纲,,163,68,71,40,51,52,323,YanGang,
曹性,,163,54,74,38,27,39,369,CaoXing,
王威,,163,60,70,59,52,66,460,WangWei,
刘勋,子台,163,47,63,35,16,32,487,LiuXun,
杜畿,伯侯,163,66,32,74,87,76,796,DuJi,
周仓,,164,62,84,42,33,60,20,ZhouCang,
简雍,宪和,164,20,32,74,71,74,174,JianYong,
虞翻,仲翔,164,43,46,86,81,46,178,YuFan,
荀谌,友若,164,19,25,77,78,64,251,XunChen,
龚都,,164,59,70,23,22,37,256,GongDou,
胡车儿,,164,26,82,41,2,30,292,HuCheEr,
韩浩,元嗣,164,69,72,68,87,62,316,HanHao,
车胄,,164,49,49,40,58,50,340,CheZhou,
吕翔,,164,54,71,12,19,28,453,LvXiang,
苏由,,164,50,59,49,41,49,570,SuYou,
刘馥,元颖,164,64,49,73,87,83,726,LiuFu,
刘氏,,164,3,8,66,49,69,774,LiuShi,
徐晃,公明,165,88,90,74,48,71,37,XuHuang,
吴懿,子远,165,83,73,68,70,77,85,WuYi,
辛评,仲治,165,69,43,76,75,68,158,XinPing,
孙乾,公佑,165,34,33,78,84,84,159,SunQian,
糜竺,子仲,165,33,29,77,83,85,162,MeiZhu,
臧霸,宣高,165,74,75,52,56,71,261,CangBa,
凌操,,165,75,81,42,35,55,291,LingCao,
刘璝,,165,71,73,66,44,62,544,LiuGui,
陈纪,,165,58,65,43,48,32,579,ChenJi,
邹氏,,165,4,6,36,42,89,733,ZouShi,
黄承彦,,165,8,8,64,78,74,770,HuangChengYan,
袁涣,曜卿,165,30,17,72,83,83,786,YuanHuan,
刘和,,165,21,16,59,68,72,798,LiuHe,
太史慈,子义,166,82,93,66,58,79,22,TaiShiCi,
蔡和,,166,39,50,1,26,45,336,CaiHe,
孙观,仲台,166,72,78,51,39,66,794,SunGuan,
张飞,翼德,167,85,98,30,22,45,1,ZhangFei,
张郃,隽乂,167,90,89,69,57,71,25,ZhangHe,
陈群,长文,167,32,14,74,96,73,105,ChenQun,
沙摩柯,,167,60,84,25,14,44,136,ShaMaKe,
黄权,公衡,167,75,59,82,79,78,156,HuangQuan,
向朗,巨达,167,28,18,73,74,69,353,XiangLang,
杨怀,,167,62,68,68,62,53,438,YangHuai,
杨松,,167,2,5,28,34,5,441,YangSong,
郭援,,167,66,73,36,33,48,787,GuoYuan,
赵云,子龙,168,91,96,76,65,81,9,ZhaoYun,
曹仁,子孝,168,89,86,56,46,76,24,CaoRen,
赵范,,168,28,21,32,58,56,65,ZhaoFan,
刘度,,168,25,23,26,49,53,73,LiuDu,
顾雍,元叹,168,43,18,80,90,76,181,GuYong,
蒋钦,公奕,168,78,84,51,42,74,212,JiangQin,
王修,叔治,168,54,27,76,78,63,306,WangXiu,
高干,元才,168,74,56,48,59,66,325,GaoGan,
蔡中,,168,40,54,2,22,43,337,CaiZhong,
成宜,,168,74,72,41,48,56,362,ChengYi,
董和,幼宰,168,57,34,74,87,76,413,DongHe,
阎柔,,168,71,57,70,73,78,491,YanRou,
蔡琰,文姬,168,12,11,76,80,85,569,CaiYan,
李通,文达,168,73,81,57,63,73,658,LiTong,
刘磐,,168,69,76,47,43,55,724,LiuPan,
梁习,子虞,168,73,40,73,87,80,728,LiangXi,
牵招,子经,168,72,69,73,75,73,790,QianZhao,
张南,,168,57,71,46,34,34,795,ZhangNa,
许褚,仲康,169,65,96,36,20,59,12,XuChu,
张辽,文远,169,93,92,78,58,78,14,ZhangLiao,
曹洪,子廉,169,79,81,44,35,54,47,CaoHong,
糜芳,子方,169,54,61,32,23,23,163,MeiFang,
张任,,169,88,84,78,59,76,218,ZhangRen,
陈登,元龙,169,79,64,81,80,61,220,ChenDeng,
董袭,元代,169,72,85,50,48,60,222,DongXi,
吕范,子衡,169,73,63,74,75,69,233,LvFan,
裴元绍,,169,49,65,25,27,42,258,PeiYuanShao,
严畯,曼才,169,13,2,70,84,72,324,YanJun,
程银,,169,69,73,40,36,50,401,ChengYin,
田畴,子泰,169,66,66,72,76,74,405,TianChou,
卞喜,,169,56,70,59,37,24,434,BianXi,
梁兴,,169,61,65,19,22,26,450,LiangXing,
庞德,令明,170,80,94,70,44,70,28,PangDe,
郭嘉,奉孝,170,51,15,98,84,78,43,GuoJia,
张松,永年,170,15,6,88,82,19,50,ZhangSong,
廖化,元俭,170,73,76,64,49,66,121,LiaoHua,
满宠,伯宁,170,84,64,82,84,80,166,ManChong,
吴兰,,170,62,80,35,36,50,182,WuLan,
陈震,孝起,170,46,46,68,76,73,242,ChenZhen,
高沛,,170,66,61,69,57,52,333,GaoPei,
朱灵,文博,170,71,73,67,53,42,348,ZhuLing,
曹纯,子和,170,75,71,60,35,72,368,CaoChun,
张既,德容,170,74,35,75,88,81,391,ZhangJi,
马玩,,170,71,74,16,23,37,419,MaWan,
杨任,,170,70,78,53,40,56,546,YangRen,
季雍,,170,63,52,41,40,58,789,JiYong,
周泰,幼平,171,76,91,48,38,60,90,ZhouTai,
吴班,元雄,171,74,71,56,45,66,180,WuBan,
辛毗,佐治,171,39,24,78,79,72,186,XinPi,
王甫,国山,171,62,41,79,78,73,309,WangFu,
司马朗,伯达,171,20,21,71,82,81,357,SiMaLang,
杨柏,,171,44,45,19,26,21,458,YangBai,
陈到,叔至,171,76,71,63,53,69,502,ChenDao,
贺齐,公苗,171,83,78,72,64,73,506,HeJi,
徐邈,景山,171,55,32,67,82,79,511,XuMiao,
田豫,国让,171,80,72,80,78,75,554,TianYu,
韩德,,171,63,76,25,16,54,636,HanDe,
王异,,171,58,26,82,68,73,777,WangYi,
孟达,子度,172,75,73,74,66,72,115,MengDa,
李严,正方,172,83,84,75,74,52,118,LiYan,
鲁肃,子敬,172,80,56,92,90,89,123,LuSu,
雷铜,,172,69,78,51,37,53,228,LeiTong,
公孙康,,172,72,66,61,58,56,330,GongSunKang,
苏飞,,172,69,63,66,62,63,370,SuFei,
张卫,,172,74,66,45,44,61,383,ZhangWei,
程秉,德枢,172,16,15,71,72,65,403,ChengBing,
杨秋,,172,67,64,58,63,42,440,YangQiu,
杨昂,,172,68,72,38,35,42,547,YangAng,
留赞,正明,172,78,75,64,57,62,557,LiuZan,
陈应,,172,62,72,45,27,40,597,ChenYing,
王凌,彦云,172,74,64,70,82,71,620,WangLing,
成公英,,172,73,71,80,62,68,710,ChengGongYing,
袁谭,显思,173,60,69,30,35,59,35,YuanTan,
牛金,,173,72,79,38,40,45,154,NiuJin,
王累,,173,28,30,78,80,73,244,WangLei,
祢衡,正平,173,3,6,83,76,6,296,MiHeng,
吕虔,子恪,173,57,70,58,72,60,452,LvQian,
司马徽,德操,173,21,8,92,94,86,501,SiMaHui,
少帝,,173,3,5,9,4,11,564,ShaoDi,
甘宁,兴霸,174,86,94,76,18,58,17,GanNing,
诸葛瑾,子瑜,174,75,34,81,89,90,46,ZhuGeJin,
曹休,文烈,174,74,75,58,56,67,97,CaoXiu,
刘琦,,174,52,12,62,71,73,120,LiuQi,
李典,曼成,174,78,77,79,74,65,167,LiDian,
邢道荣,,174,61,80,41,16,12,237,XingDaoRong,
公孙恭,,174,39,17,68,61,42,331,GongSunGong,
潘濬,承明,174,61,18,67,82,21,416,PanJun,
高柔,文惠,174,57,43,71,79,74,426,GaoRou,
鲍隆,,174,58,76,49,23,30,436,BaoLong,
魏延,文长,175,81,92,69,49,45,15,WeiYan,
孙策,伯符,175,92,92,69,70,92,63,SunCe,
周瑜,公瑾,175,97,71,96,86,93,91,ZhouYu,
杨修,德祖,175,10,4,83,79,43,116,YangXiu,
曹昂,子脩,175,74,67,66,68,77,187,CaoAng,
李恢,德昂,175,79,65,78,77,80,203,LiHui,
陈矫,季弼,175,61,27,76,83,64,262,ChenJiao,
蒋干,子翼,175,9,6,65,64,47,349,JiangGan,
侯选,,175,63,66,34,55,52,443,HouXuan,
宋谦,,175,66,78,42,39,64,595,SongQian,
马超,孟起,176,88,97,44,26,82,4,MaChao,
袁熙,显奕,176,66,51,63,65,64,33,YuanXi,
法正,孝直,176,82,47,94,78,55,113,FaZheng,
刘晔,子扬,176,36,32,92,73,69,168,LiuYe,
陈武,子烈,176,74,87,43,40,62,221,ChenWu,
公孙续,,176,63,68,54,63,66,509,GongSunXu,
冷苞,,176,71,82,68,37,23,545,LengBao,
貂蝉,,176,10,26,81,65,94,566,DiaoChan,
贾华,,176,49,65,41,29,52,596,GuHua,
李堪,,176,58,69,33,37,45,657,LiKan,
费诗,公举,176,15,28,64,74,66,719,FeiShi,
樊氏,,176,23,22,72,69,76,734,FanShi,
糜氏,,176,12,6,66,70,79,769,MeiShi,
朱桓,休穆,177,84,82,73,56,59,124,ZhuHuan,
徐盛,文乡,177,87,81,78,65,73,125,XuCheng,
王粲,仲宣,177,6,3,79,80,56,151,WangCan,
贾逵,梁道,177,78,61,84,85,75,196,GuKui,
潘璋,文珪,177,76,80,70,28,12,224,PanZhang,
步骘,子山,177,72,51,84,86,70,226,BuZhi,
吴质,季重,177,16,29,68,57,37,335,WuZhi,
孙瑜,仲异,177,77,70,68,69,78,379,SunYu,
袁耀,,177,41,50,41,51,53,489,YuanYao,
大乔,,177,17,11,72,78,92,567,DaQiao,
金祎,德祎,177,17,38,64,68,60,697,JinYi,
吕蒙,子明,178,91,81,89,78,82,30,LvMeng,
徐庶,元直,178,84,64,93,80,81,39,XuShu,
文聘,仲业,178,86,82,66,69,72,111,WenPin,
霍峻,仲邈,178,80,66,73,62,70,311,HuoJun,
夏侯德,,178,69,73,32,40,52,314,XiaHouDe,
巩志,,178,43,53,61,65,48,321,GongZhi,
谢旌,,178,64,76,34,33,44,339,XieJing,
张横,,178,59,70,23,24,49,386,ZhangHeng,
马休,,178,68,73,48,45,68,420,MaXiu,
张承,仲嗣,178,77,70,75,73,74,556,ZhangCheng,
小乔,,178,16,12,73,77,92,568,XiaoQiao,
杨阜,义山,178,67,50,83,78,77,651,YangFu,
温恢,曼基,178,62,36,73,86,76,689,WenHui,
袁尚,显甫,179,63,71,42,38,72,34,YuanShang,
司马懿,仲达,179,98,63,96,93,87,49,SiMaYi,
庞统,士元,179,78,34,97,85,69,114,PangTong,
胡班,,179,55,55,58,50,62,334,HuBan,
马铁,,179,70,62,56,52,62,422,MaTie,
王祥,休征,180,23,19,68,78,84,129,WangXiang,
夏侯恩,,180,63,72,52,45,71,313,XiaHouEn,
司马孚,叔达,180,70,37,76,79,85,355,SiMaFu,
孙礼,德达,180,78,81,62,73,74,380,SunLi,
诸葛亮,孔明,181,92,38,100,95,92,45,ZhuGeLiang,
夏侯尚,伯仁,181,79,72,74,65,61,207,XiaHouShang,
吾粲,孔休,181,68,41,78,75,67,461,WuCan,
典满,,181,51,73,39,26,52,515,DianMan,
献帝,,181,12,9,26,34,78,565,XianDi,
孙皎,叔朗,181,77,72,66,71,73,711,SunJiao,
廖立,公渊,181,22,15,69,76,27,716,LiaoLi,
孙权,仲谋,182,76,67,80,89,95,64,SunQuan,
阚泽,德润,182,43,49,83,86,73,173,KanZe,
邓芝,伯苗,182,73,52,81,85,88,190,DengZhi,
朱然,义封,182,79,69,71,60,75,346,ZhuRan,
冯习,休元,182,72,71,39,41,62,427,FengXi,
傅士仁,君义,182,46,63,37,24,20,429,FuShiRen,
甄氏,,182,15,4,71,66,94,732,ZhenShi,
吕玲绮,,182,81,89,37,18,56,785,LvLingQi,
魏讽,子京,182,52,23,72,78,86,788,WeiFeng,
马岱,,183,81,85,56,54,74,26,MaDai,
陆逊,伯言,183,96,69,95,87,90,117,LiuXun,
尹默,思潜,183,11,15,65,77,62,243,YinMo,
全琮,子璜,183,78,72,71,61,67,249,QuanCong,
赵累,,183,70,43,67,74,71,396,ZhaoLei,
傅肜,,183,66,72,46,42,63,432,FuRong,
徐氏,,183,41,16,80,70,84,772,XuShi,
马云騄,,183,78,88,53,46,77,784,MaYunLu,
木鹿大王,,184,65,71,39,6,32,145,MuLuDa,
刘循,,184,63,46,41,50,57,175,LiuXun,
孙翊,叔弼,184,67,78,27,16,45,215,SunYi,
王伉,,184,76,60,61,62,65,304,WangKang,
沮鹄,,184,55,51,66,67,72,562,JuGu,
丁仪,正礼,184,15,5,64,72,51,583,DingYi,
郝昭,伯道,185,89,79,78,62,72,77,HaoZhao,
曹真,子丹,185,87,74,68,72,88,98,CaoZhen,
诸葛均,,185,29,25,51,66,71,298,ZhuGeJun,
关平,,186,77,82,68,60,76,18,GuanPing,
孟获,,186,76,87,42,45,80,29,MengHuo,
兀突骨,,186,72,86,1,3,21,134,WuTuGu,
朵思大王,,186,62,59,70,54,47,139,DuoSaiDa,
孙匡,季佐,186,52,46,44,65,56,372,SunKuang,
刘巴,子初,186,14,22,74,81,57,448,LiuBa,
马忠,,186,67,77,64,36,38,479,MaZhong,
黄月英,,186,51,31,88,87,79,665,HuangYueYing,
曹丕,子桓,187,70,71,83,86,82,61,CaoPi,
马良,季常,187,46,23,85,90,86,109,MaLiang,
郭淮,伯济,187,87,78,81,75,77,206,GuoHuai,
马忠,,187,78,72,68,78,79,223,MaZhong,
李异,,187,59,77,19,18,24,229,LiYi,
郭奕,伯益,187,21,29,70,76,47,310,GuoYi,
薛综,敬文,187,34,16,72,80,63,363,XueZeng,
孙朗,早安,187,34,43,30,40,45,381,SunLang,
陆绩,公纪,187,20,7,71,72,44,454,LiuJi,
张南,,187,70,69,37,43,59,463,ZhangNa,
崔林,德儒,187,32,22,66,78,76,792,CuiLin,
蒋琬,公琰,188,78,34,84,93,81,92,JiangWan,
刘封,,188,75,79,44,50,76,194,LiuFeng,
张翼,伯恭,188,75,74,71,72,70,202,ZhangYi,
谭雄,,188,58,73,14,20,37,230,TanXiong,
王昶,文舒,188,74,64,79,79,75,308,WangChang,
蒋济,子通,188,48,43,85,77,56,351,JiangJi,
申耽,义举,188,56,62,52,41,47,359,ShenDan,
孙韶,公礼,188,80,79,75,69,74,375,SunShao,
邓贤,,188,61,73,45,36,51,407,DengXian,
雍闿,,188,81,75,54,56,68,439,YongKai,
刘贤,,188,54,66,51,40,52,446,LiuXian,
孙氏,,188,23,22,62,72,80,778,SunShi,
凌统,公绩,189,77,89,55,40,71,122,LingTong,
董荼那,,189,68,73,31,37,49,142,DongShuNa,
太史享,元复,189,57,66,48,59,60,482,TaiShiXiang,
张春华,,189,60,9,76,72,68,776,ZhangChunHua,
曹彰,子文,190,82,90,40,35,76,21,CaoZhang,
马谡,幼常,190,61,67,87,68,67,108,MaSu,
阿会喃,,190,65,74,26,33,44,127,AHuiNan,
孟优,,190,50,68,22,18,37,147,MengYou,
丁奉,承渊,190,81,80,71,55,56,189,DingFeng,
王基,伯舆,190,77,78,76,75,75,204,WangJi,
张嶷,伯岐,190,79,72,74,77,76,217,ZhangNi,
杨仪,威公,190,68,40,82,79,23,227,YangYi,
郭攸之,演长,190,13,9,68,79,60,248,GuoYouZhi,
高定,,190,55,63,43,42,46,332,GaoDing,
申仪,,190,55,59,59,56,47,457,ShenYi,
何晏,平叔,190,6,30,71,70,8,492,HeYan,
朱据,子范,190,77,57,72,70,76,513,ZhuJu,
高堂隆,升平,190,35,24,76,85,70,791,GaoTangLong,
忙牙长,,191,45,79,3,2,9,144,MangYaChang,
朱褒,,191,68,73,34,32,40,377,ZhuBao,
陈式,,191,70,71,25,23,30,399,ChenShi,
杨锋,,191,54,62,52,40,46,722,YangFeng,
辛宪英,,191,42,28,84,76,75,781,XinXianYing,
曹植,子建,192,18,22,81,70,80,48,CaoZhi,
金环三结,,192,64,76,19,19,42,132,JinHuanSan,
王平,子均,192,83,79,76,58,51,152,WangPing,
董允,休昭,192,47,28,78,91,79,164,DongYun,
胡质,文德,192,73,46,74,77,72,466,HuZhi,
费耀,,192,70,66,73,62,67,548,FeiYao,
秦朗,元明,192,58,70,35,15,42,640,QinLang,
费祎,文伟,193,77,30,83,92,83,110,FeiYi,
祝融,,193,74,85,29,24,74,137,ZhouRong,
张温,惠恕,193,17,10,71,78,70,387,ZhangWen,
骆统,公绪,193,76,58,75,77,77,445,LuoTong,
孙尚香,,193,72,86,67,63,86,538,SunShangXiang,
滕胤,承嗣,194,29,41,71,76,64,231,TengYin,
吕凯,季平,194,53,30,66,77,73,232,LvKai,
曹熊,,194,9,5,52,64,68,274,CaoXiong,
尹赏,,194,51,44,61,66,53,300,YinShang,
高翔,,194,68,68,52,44,55,327,GaoXiang,
带来洞主,,195,51,53,53,43,62,138,DaiLaiDong,
向宠,,195,76,61,76,67,71,184,XiangChong,
刘琮,,195,24,22,64,65,70,193,LiuCong,
王双,子全,195,64,88,19,22,27,205,WangShuang,
张虎,,195,75,74,41,44,61,390,ZhangHu,
刘劭,孔才,195,71,53,74,79,70,555,LiuShao,
王肃,子雍,195,36,22,75,78,71,600,WangSu,
乐綝,,196,73,75,43,41,63,320,LeChen,
唐咨,,196,61,71,50,52,61,408,TangZi,
马遵,,196,38,52,31,51,48,421,MaZun,
卑衍,,196,60,66,21,30,46,425,BeiYan,
鄂焕,,196,60,82,42,21,41,480,EHuan,
吕据,世议,196,70,59,71,62,62,549,LvJu,
曹冲,仓舒,196,31,21,85,79,83,561,CaoChong,
张缉,敬仲,196,31,29,70,74,50,630,ZhangJi,
邓艾,士载,197,94,87,89,81,70,126,DengAi,
